rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,twi,scs_runoff_mm,scs_runoff_ratio,fhi,hand_m,soil_saturation_theta,cn_effective,amc_class,imd_24h_class,rational_Q_m3s,risk_level
3.073,123.417,25.66,55.27,17.604,870.0,14.776,0.2291,0.226724,29371.0,4.235871,0.0383,0.012468,0.257594,0.0,0.226724,95.5270847381434,AMC-III,dry,0.0014,1
11.211,123.402,23.02,71.85,34.587,906.96,3.286,0.0464,0.2267,18866.0,6.273312,0.785,0.07002,0.339966,9.696,0.2267,89.49303405572755,AMC-III,light,0.0288,1
11.804,66.269,24.93,41.22,4.917,905.98,10.316,0.6128,0.128953,26381.0,5.221198,0.1691,0.014328,0.304958,3.3244,0.128953,85.0,AMC-II,light,0.0076,1
6.483,84.998,34.72,46.06,10.546,924.0,0.467,0.2106,0.162286,35936.0,8.940395,1.91,0.294616,0.428701,47.657,0.162286,97.02743230131428,AMC-III,dry,0.2746,1
15.286,99.051,27.46,81.93,8.933,925.89,7.698,0.2606,0.186457,17991.0,5.330218,2.22,0.145231,0.310108,6.8086,0.186457,89.49303405572755,AMC-III,light,0.0376,1
0.913,12.627,32.36,92.45,2.213,929.97,1.386,0.3167,0.025964,43400.0,8.052922,0.0,0.0,0.337137,30.8209,0.025964,76.27500606733003,AMC-I,dry,0.0034,1
43.245,171.737,26.74,60.48,48.468,918.88,0.141,0.2929,0.300776,34066.0,9.880321,31.6546,0.731975,0.583329,48.8439,0.300776,95.5270847381434,AMC-III,moderate,6.8679,2
28.208,140.289,32.66,85.42,20.158,941.23,1.095,0.492,0.253432,19916.0,7.460902,9.5033,0.3369,0.418069,42.6548,0.253432,89.49303405572755,AMC-III,light,0.8283,1
12.118,110.58,34.13,57.32,4.735,937.07,2.16,0.459,0.205765,35890.0,7.285223,6.0809,0.501821,0.418746,24.8597,0.205765,97.02743230131428,AMC-III,light,0.3178,1
15.321,97.622,32.61,93.73,1.822,939.23,0.9,0.4705,0.184032,38427.0,8.355357,8.7936,0.57395,0.438027,46.4304,0.184032,97.02743230131428,AMC-III,light,0.8729,1
60.587,247.391,39.08,68.03,7.988,910.35,1.803,0.1402,0.402737,43876.0,7.763346,52.1555,0.860835,0.59585,17.1778,0.402737,97.02743230131428,AMC-III,moderate,3.1475,2
24.554,213.246,23.87,79.06,4.398,873.78,1.173,0.3542,0.358703,55000.0,7.858874,21.5698,0.878475,0.591074,2.1665,0.358703,98.94175341994321,AMC-III,light,1.7924,2
28.606,121.137,30.85,76.75,27.423,893.48,7.223,0.5068,0.223042,48569.0,6.219232,25.586,0.89442,0.469002,3.0357,0.223042,98.94175341994321,AMC-III,light,0.4605,2
3.271,74.158,19.78,62.92,6.146,956.89,0.209,0.1468,0.143154,41590.0,9.603778,0.0,0.0,0.32514,86.1543,0.143154,88.0,AMC-II,dry,0.032,1
3.849,20.623,28.35,56.37,10.195,870.0,5.715,0.2653,0.042055,34861.0,5.463104,0.0,0.0,0.298699,0.0,0.042055,71.29975254791762,AMC-I,dry,0.0043,1
0.926,23.153,28.68,85.94,8.922,884.57,1.323,0.1471,0.04709,17320.0,6.941324,0.0,0.0,0.337114,7.7264,0.04709,55.511379832865735,AMC-I,dry,0.0035,1
17.898,73.577,32.38,83.17,19.873,946.54,1.366,0.5352,0.142114,42538.0,8.039477,2.6389,0.147441,0.399656,39.7358,0.142114,88.0,AMC-II,light,0.1966,1
7.98,67.571,30.81,39.44,4.197,925.03,6.141,0.6779,0.131314,43977.0,6.294352,0.0311,0.003891,0.35006,8.269,0.131314,88.0,AMC-II,light,0.0084,1
4.022,22.928,25.56,73.22,34.162,953.57,11.079,0.24,0.046643,49842.0,5.505638,0.0,0.0,0.265627,7.2128,0.046643,83.44822581815542,AMC-I,dry,0.0024,1
3.844,87.999,30.61,41.84,4.673,910.9,3.175,0.3206,0.167508,40629.0,6.989516,0.5199,0.135228,0.362756,11.0526,0.167508,97.02743230131428,AMC-III,dry,0.0197,1
21.537,100.154,13.86,66.7,2.108,933.99,3.851,0.3247,0.188324,35450.0,6.603763,14.3803,0.667698,0.424202,14.6336,0.188324,97.02743230131428,AMC-III,light,0.4594,1
35.616,140.793,34.33,51.39,5.76,870.0,3.485,0.1342,0.254216,41214.0,6.214586,27.7254,0.778451,0.486809,0.0,0.254216,97.02743230131428,AMC-III,moderate,0.9671,2
2.722,36.278,28.4,60.93,15.996,908.09,0.829,0.4448,0.072794,32640.0,8.224237,0.0,0.0,0.373319,26.6846,0.072794,71.29975254791762,AMC-I,dry,0.0142,1
37.177,158.648,35.5,73.74,13.817,898.5,1.163,0.2295,0.281448,40151.0,8.135586,29.2338,0.78635,0.548948,16.4353,0.281448,97.02743230131428,AMC-III,moderate,2.4429,2
10.655,157.03,33.13,41.18,11.458,904.04,0.411,0.3895,0.279021,40757.0,9.264614,4.9041,0.460272,0.524394,31.0536,0.279021,97.02743230131428,AMC-III,light,0.7485,2
6.903,34.797,23.97,87.05,1.145,937.42,2.713,0.1437,0.069929,20749.0,6.538311,0.0,0.0,0.308531,20.7866,0.069929,55.511379832865735,AMC-I,dry,0.0149,1
7.45,81.927,34.55,56.69,16.48,907.8,5.232,0.1764,0.15691,21733.0,5.854503,0.0705,0.009463,0.309049,6.5766,0.15691,89.49303405572755,AMC-III,dry,0.009,1
9.195,89.936,30.38,96.3,25.044,931.4,3.917,0.3977,0.17086,39310.0,6.700221,3.7836,0.411504,0.388782,13.8336,0.17086,97.02743230131428,AMC-III,light,0.1191,1
25.76,191.583,37.38,40.75,11.82,921.13,2.251,0.2204,0.329097,30288.0,7.053078,15.4982,0.601635,0.452917,18.3412,0.329097,95.5270847381434,AMC-III,light,0.7832,2
20.715,118.463,33.59,99.96,4.491,902.83,3.804,0.4286,0.218702,41951.0,6.814589,13.6251,0.657729,0.457826,7.5895,0.218702,97.02743230131428,AMC-III,light,0.44,2
3.426,75.499,26.12,53.72,9.932,920.85,0.73,0.6111,0.145543,41095.0,8.683573,0.3623,0.105749,0.398436,37.9155,0.145543,97.02743230131428,AMC-III,dry,0.0409,1
20.247,145.112,26.34,83.72,44.247,917.26,1.094,0.4107,0.260895,55000.0,8.547691,17.3165,0.855247,0.531084,28.3158,0.260895,98.94175341994321,AMC-III,light,1.51,2
0.702,60.203,17.36,98.6,2.709,912.39,3.241,0.0482,0.117877,9825.0,6.00708,0.0,0.0,0.279534,11.2536,0.117877,74.0,AMC-II,dry,0.0013,1
58.84,337.133,33.41,42.35,9.305,947.31,4.322,0.2818,0.504586,32445.0,6.380476,46.6378,0.792617,0.532931,15.9672,0.504586,95.5270847381434,AMC-III,moderate,1.3443,2
25.729,155.083,29.77,67.07,7.663,922.75,0.807,0.3985,0.276091,55000.0,8.897306,22.7339,0.883576,0.540084,37.4825,0.276091,98.94175341994321,AMC-III,light,2.4184,2
26.983,140.922,39.78,63.7,6.381,915.28,1.069,0.0966,0.254416,37568.0,8.135569,19.4682,0.721507,0.485961,27.5187,0.254416,97.02743230131428,AMC-III,light,1.7252,2
6.908,48.604,33.16,81.28,2.111,932.04,2.682,0.5952,0.096301,39604.0,7.155754,0.0,0.0,0.364753,19.3098,0.096301,76.27500606733003,AMC-I,dry,0.0151,1
3.637,20.574,14.4,69.14,24.749,898.33,0.22,0.2977,0.041957,36824.0,9.663414,0.0,0.0,0.432592,28.0291,0.041957,76.27500606733003,AMC-I,dry,0.0351,1
27.792,149.487,23.91,55.96,11.834,871.08,5.437,0.058,0.267601,39089.0,5.65484,20.2341,0.728055,0.425848,0.1815,0.267601,97.02743230131428,AMC-III,light,0.4737,1
12.219,68.922,25.71,49.58,14.136,960.0,0.585,0.1634,0.133755,55000.0,8.828405,2.0363,0.166655,0.343332,73.6886,0.133755,92.0,AMC-II,light,0.2608,1
6.492,64.611,27.38,59.21,4.502,899.29,3.794,0.4384,0.125941,33651.0,6.566634,0.0,0.0,0.35288,6.7851,0.125941,85.0,AMC-II,dry,0.0105,1
15.136,78.749,28.58,72.59,2.831,960.0,7.833,0.3892,0.15131,34894.0,5.359829,6.602,0.436189,0.339262,10.7861,0.15131,95.5270847381434,AMC-III,light,0.1101,1
28.087,205.722,28.36,60.84,60.919,944.15,1.296,0.2856,0.348572,28220.0,7.586034,17.5771,0.625805,0.451235,39.8692,0.348572,95.5270847381434,AMC-III,light,1.3603,2
8.145,42.743,28.1,97.27,5.334,902.62,0.444,0.4944,0.085198,26789.0,8.614367,0.0,0.0,0.436794,29.1847,0.085198,71.29975254791762,AMC-I,light,0.0599,1
11.712,40.084,33.04,48.61,7.474,902.79,1.436,0.5383,0.080117,14974.0,7.007382,0.0,0.0,0.376317,16.445,0.080117,55.511379832865735,AMC-I,light,0.042,1
0.444,27.378,38.45,73.07,4.961,890.12,0.443,0.1774,0.055441,27683.0,8.604046,0.0,0.0,0.408212,18.0071,0.055441,71.29975254791762,AMC-I,dry,0.0033,1
2.328,34.804,33.86,61.94,8.693,870.0,0.724,0.0154,0.069942,34743.0,7.784859,0.0,0.0,0.390717,0.0,0.069942,71.29975254791762,AMC-I,dry,0.0132,1
15.259,91.565,38.3,65.23,4.866,925.4,5.224,0.2035,0.173669,32063.0,6.151199,6.6969,0.43888,0.36576,9.6512,0.173669,95.5270847381434,AMC-III,light,0.1626,1
7.987,85.361,30.93,53.72,39.298,927.83,1.675,0.1056,0.16292,29323.0,7.346759,1.7974,0.225033,0.363493,25.9906,0.16292,95.5270847381434,AMC-III,light,0.1148,1
24.926,181.301,24.49,98.61,2.507,924.78,1.294,0.1338,0.314571,49603.0,8.350597,21.9386,0.880139,0.511595,29.4802,0.314571,98.94175341994321,AMC-III,light,1.6994,2
35.23,211.897,21.71,42.99,16.199,923.26,2.282,0.0658,0.356898,39900.0,7.3543,27.3526,0.776404,0.491118,18.8984,0.356898,97.02743230131428,AMC-III,light,1.3666,2
14.584,67.641,28.82,98.21,17.188,907.96,0.834,0.0857,0.13144,23192.0,7.858088,0.0,0.0,0.373485,26.5112,0.13144,74.0,AMC-II,light,0.076,1
17.351,54.757,24.91,69.54,24.923,870.0,0.59,0.0886,0.10781,30503.0,7.840258,1.3217,0.076177,0.442982,0.0,0.10781,85.0,AMC-II,light,0.1686,1
47.368,163.216,32.38,80.15,10.282,956.83,2.61,0.2961,0.288254,34528.0,6.725619,35.5824,0.751198,0.48366,27.6371,0.288254,95.5270847381434,AMC-III,moderate,1.5905,2
66.908,415.036,24.99,47.72,10.319,875.47,6.13,0.0587,0.578805,19785.0,5.137532,40.9209,0.611596,0.502286,0.8228,0.578805,89.49303405572755,AMC-III,heavy,0.8579,2
1.441,9.667,19.75,99.06,1.069,893.19,0.94,0.1545,0.019938,28843.0,7.948834,0.0,0.0,0.357115,15.1847,0.019938,71.29975254791762,AMC-I,dry,0.007,1
12.387,88.283,26.14,44.25,6.33,960.0,4.931,0.2771,0.167999,25523.0,5.648579,4.5735,0.369217,0.33362,16.5206,0.167999,95.5270847381434,AMC-III,light,0.1171,1
17.41,49.321,30.54,81.15,0.048,910.89,1.005,0.3485,0.09765,46413.0,8.531099,4.8119,0.276395,0.443201,25.7708,0.09765,92.0,AMC-II,light,0.4443,1
23.413,178.404,26.56,96.6,27.347,900.09,6.938,0.1393,0.310422,47072.0,6.229021,20.4417,0.873081,0.439696,4.0396,0.310422,98.94175341994321,AMC-III,light,0.382,1
0.479,17.098,39.29,84.14,1.544,912.4,0.508,0.2465,0.034993,45051.0,9.225265,0.0,0.0,0.363971,36.4808,0.034993,83.44822581815542,AMC-I,dry,0.0033,1
6.664,50.567,29.33,42.22,56.127,903.66,5.534,0.2032,0.099988,24334.0,5.866366,0.0,0.0,0.303033,5.5653,0.099988,74.0,AMC-II,dry,0.0077,1
0.698,8.264,24.98,95.56,3.529,921.57,6.547,0.1977,0.01707,28549.0,5.794274,0.0,0.0,0.263214,7.3051,0.01707,71.29975254791762,AMC-I,dry,0.0007,1
17.517,84.347,31.5,98.9,22.475,913.64,1.334,0.2702,0.161149,26110.0,7.479709,8.4782,0.483988,0.428426,23.0168,0.161149,95.5270847381434,AMC-III,light,0.6426,1
3.161,64.377,26.78,68.39,7.314,943.56,13.129,0.2848,0.125514,54928.0,5.493226,0.0,0.0,0.279186,5.3952,0.125514,92.0,AMC-II,dry,0.0016,1
42.805,298.264,21.43,53.37,20.274,906.59,5.019,0.3719,0.462799,11545.0,5.607016,20.3601,0.475649,0.445043,6.6102,0.462799,89.49303405572755,AMC-III,moderate,0.5128,1
5.486,32.419,29.05,88.48,15.598,906.9,1.901,0.1981,0.065309,21187.0,6.932411,0.0,0.0,0.334539,15.0963,0.065309,55.511379832865735,AMC-I,dry,0.0159,1
19.4,86.847,22.87,61.64,13.531,917.18,0.883,0.025,0.165507,26520.0,7.927049,10.0205,0.516508,0.420469,31.9824,0.165507,95.5270847381434,AMC-III,light,1.0074,1
25.281,148.599,38.36,53.06,30.339,960.0,6.788,0.1566,0.266246,42051.0,5.709316,17.8645,0.706652,0.392216,12.3283,0.266246,97.02743230131428,AMC-III,light,0.3407,1
57.82,190.098,24.62,49.25,39.533,941.76,2.11,0.5391,0.327018,29253.0,7.090585,45.6488,0.789499,0.546467,27.0876,0.327018,95.5270847381434,AMC-III,moderate,2.4313,2
11.451,68.629,28.19,47.36,17.109,878.21,1.161,0.5405,0.133227,33364.0,7.444903,0.1307,0.011413,0.429883,4.7434,0.133227,85.0,AMC-II,light,0.0479,1
1.412,12.698,30.23,64.34,8.939,927.6,1.875,0.3451,0.026107,25298.0,7.086309,0.0,0.0,0.31399,23.8074,0.026107,71.29975254791762,AMC-I,dry,0.0041,1
21.183,197.257,22.29,52.81,4.065,896.57,0.257,0.2508,0.336981,45844.0,9.921007,18.2386,0.861017,0.617335,26.0263,0.336981,98.94175341994321,AMC-III,light,3.3469,2
52.346,248.376,36.77,39.4,1.982,888.6,4.452,0.2985,0.403961,48046.0,6.689307,49.2217,0.940308,0.567935,3.7411,0.403961,98.94175341994321,AMC-III,moderate,1.3816,2
14.246,97.693,25.05,61.34,0.168,898.7,6.603,0.4929,0.184152,55000.0,6.356659,11.435,0.802709,0.439108,4.0338,0.184152,98.94175341994321,AMC-III,light,0.2238,1
25.627,185.716,36.02,35.3,0.025,939.52,2.614,0.1824,0.320847,39544.0,7.184005,18.1905,0.709807,0.455999,22.0998,0.320847,97.02743230131428,AMC-III,light,0.812,2
23.981,218.389,26.52,95.27,13.811,938.16,6.528,0.4815,0.365538,42699.0,6.184879,16.6478,0.694205,0.442337,9.6816,0.365538,97.02743230131428,AMC-III,light,0.3293,1
10.44,111.467,35.81,56.09,21.84,944.84,0.641,0.1837,0.207231,28656.0,8.333407,3.2565,0.311931,0.362461,59.101,0.207231,95.5270847381434,AMC-III,light,0.3966,1
11.851,55.995,28.06,44.53,30.173,908.36,0.667,0.306,0.110109,39288.0,8.709832,0.6129,0.051714,0.409101,29.787,0.110109,88.0,AMC-II,light,0.073,1
1.057,18.605,37.2,58.03,5.417,928.94,6.817,0.4253,0.038019,35332.0,5.932233,0.0,0.0,0.284022,8.0411,0.038019,76.27500606733003,AMC-I,dry,0.001,1
8.219,34.352,33.81,43.23,9.737,895.65,4.738,0.2759,0.069065,30908.0,6.229929,0.0,0.0,0.327212,4.8797,0.069065,71.29975254791762,AMC-I,light,0.0109,1
30.595,178.383,27.98,61.33,27.093,893.64,9.149,0.0776,0.310392,46073.0,5.860127,27.5603,0.900807,0.427057,2.4478,0.310392,98.94175341994321,AMC-III,light,0.397,1
1.709,92.53,25.03,38.33,40.134,908.83,3.815,0.128,0.17533,43989.0,6.872804,0.0029,0.001713,0.328568,8.9533,0.17533,97.02743230131428,AMC-III,dry,0.0028,1
28.171,147.605,20.53,77.34,1.597,923.8,2.336,0.4292,0.264724,35023.0,7.166713,20.5936,0.731019,0.481425,18.7342,0.264724,97.02743230131428,AMC-III,light,1.0092,2
6.709,54.622,36.09,76.42,4.561,905.69,0.396,0.2911,0.10756,40654.0,9.29511,0.0,0.0,0.436793,32.8231,0.10756,88.0,AMC-II,dry,0.052,1
44.462,121.482,33.34,55.86,42.878,894.26,4.668,0.3296,0.2236,53106.0,6.789165,41.3605,0.930238,0.529191,4.6789,0.2236,98.94175341994321,AMC-III,moderate,1.1124,2
13.116,69.991,35.83,40.01,10.859,945.77,3.721,0.3595,0.135682,35412.0,6.642513,0.9382,0.071528,0.350033,17.854,0.135682,88.0,AMC-II,light,0.0309,1
28.7,154.496,28.06,52.23,4.457,885.0,1.389,0.273,0.275205,15757.0,6.852018,9.8353,0.342695,0.456005,7.7018,0.275205,89.49303405572755,AMC-III,light,0.7239,2
4.994,45.146,24.07,76.12,2.328,921.79,6.562,0.448,0.089767,31928.0,5.884021,0.0,0.0,0.305427,7.3203,0.089767,71.29975254791762,AMC-I,dry,0.0049,1
1.528,25.113,31.35,82.34,10.723,947.71,0.818,0.0818,0.050973,26490.0,8.004397,0.0,0.0,0.28431,54.8401,0.050973,71.29975254791762,AMC-I,dry,0.0081,1
22.584,87.293,27.92,63.28,5.337,892.89,11.917,0.4582,0.166282,41459.0,5.421341,15.3477,0.67959,0.386072,1.8422,0.166282,97.02743230131428,AMC-III,light,0.1718,1
7.308,92.022,21.92,49.76,1.653,906.31,1.074,0.1212,0.174456,41496.0,8.274353,2.4443,0.334478,0.422962,21.9953,0.174456,97.02743230131428,AMC-III,dry,0.2158,1
11.198,52.594,30.39,80.3,10.06,879.01,6.249,0.2869,0.103781,23378.0,5.300649,0.0,0.0,0.309311,1.3328,0.103781,74.0,AMC-II,light,0.0115,1
10.904,75.208,28.26,52.04,1.061,898.2,1.876,0.2463,0.145026,21293.0,6.949951,0.7019,0.064372,0.37133,11.6526,0.145026,89.49303405572755,AMC-III,light,0.0411,1
8.675,40.711,33.75,45.44,1.928,960.0,2.68,0.4869,0.081318,32873.0,6.546808,0.0,0.0,0.329057,28.0278,0.081318,71.29975254791762,AMC-I,light,0.019,1
11.381,50.07,22.24,46.92,6.369,897.01,0.811,0.09,0.099056,46721.0,8.785494,1.6691,0.146662,0.426516,19.1431,0.099056,92.0,AMC-II,light,0.177,1
35.077,167.816,23.96,63.66,18.514,890.08,0.526,0.1119,0.295041,27893.0,8.448538,23.9775,0.683562,0.539202,17.0817,0.295041,95.5270847381434,AMC-III,light,3.2489,2
5.31,28.413,26.37,50.39,4.026,936.49,5.939,0.1128,0.057476,39356.0,6.20635,0.0,0.0,0.292027,10.304,0.057476,76.27500606733003,AMC-I,dry,0.0057,1
11.929,89.476,22.19,62.24,8.964,902.17,3.425,0.4607,0.170065,13830.0,6.073958,0.9944,0.083353,0.356842,8.1463,0.170065,89.49303405572755,AMC-III,light,0.0352,1
39.793,311.26,28.24,67.54,21.549,904.78,4.169,0.2907,0.477149,33864.0,6.464192,28.39,0.713439,0.501664,7.4166,0.477149,95.5270847381434,AMC-III,moderate,0.8451,2
0.551,65.472,24.45,40.46,9.128,885.95,1.797,0.0845,0.127507,19881.0,6.755486,0.0,0.0,0.328954,6.8072,0.127507,74.0,AMC-II,dry,0.0017,1
16.484,112.545,37.22,42.44,3.709,934.04,17.114,0.254,0.209009,37099.0,4.884008,9.8128,0.59528,0.340758,3.6347,0.209009,97.02743230131428,AMC-III,light,0.0774,1
4.012,18.512,20.79,85.04,8.444,954.03,1.375,0.4002,0.037832,30784.0,7.412847,0.0,0.0,0.31229,43.4278,0.037832,71.29975254791762,AMC-I,dry,0.0149,1
24.306,84.602,35.79,68.58,24.095,920.83,1.434,0.3353,0.161595,46802.0,8.133892,21.325,0.877344,0.505013,25.5201,0.161595,98.94175341994321,AMC-III,light,1.5325,2
17.422,101.156,34.33,60.57,22.013,910.99,5.456,0.2736,0.190018,33832.0,6.151266,8.4012,0.482223,0.38489,6.8654,0.190018,95.5270847381434,AMC-III,light,0.1961,1
34.194,242.85,27.1,66.8,33.235,870.0,1.35,0.1018,0.397059,20440.0,6.645645,13.7283,0.401478,0.488756,0.0,0.397059,89.49303405572755,AMC-III,light,1.0314,2
51.15,230.88,29.66,61.19,0.754,889.78,5.688,0.5572,0.381836,49632.0,6.474975,48.0282,0.938971,0.56595,3.1885,0.381836,98.94175341994321,AMC-III,moderate,1.0788,2
1.208,26.507,23.49,60.89,2.637,911.9,1.837,0.0293,0.053725,39453.0,7.59061,0.0,0.0,0.327015,17.5849,0.053725,76.27500606733003,AMC-I,dry,0.0036,1
13.309,120.176,26.26,44.27,1.718,883.36,3.736,0.5238,0.221485,54595.0,6.753061,10.5256,0.790867,0.483591,3.1384,0.221485,98.94175341994321,AMC-III,light,0.3454,2
1.829,52.152,20.21,77.82,65.018,877.77,0.732,0.3201,0.102956,46895.0,8.418745,0.0,0.0,0.418827,5.7893,0.102956,92.0,AMC-II,dry,0.0103,1
22.513,126.358,18.67,66.81,4.519,892.87,6.134,0.1222,0.231448,25632.0,5.787711,12.6573,0.562231,0.383344,3.4406,0.231448,95.5270847381434,AMC-III,light,0.2652,1
4.46,31.456,21.22,91.16,5.561,941.79,0.1,0.0764,0.063432,22381.0,9.556943,0.0,0.0,0.331719,71.7895,0.063432,55.511379832865735,AMC-I,dry,0.0517,1
10.209,69.846,38.64,59.66,0.789,936.16,0.171,0.2516,0.135422,44904.0,10.222924,0.2839,0.027814,0.404719,65.9658,0.135422,88.0,AMC-II,light,0.1057,1
19.195,138.158,34.41,70.23,3.013,929.45,0.864,0.1178,0.250111,31538.0,8.139172,9.8504,0.513163,0.425442,40.7708,0.250111,95.5270847381434,AMC-III,light,1.0039,1
29.292,230.18,37.64,52.02,1.26,933.52,2.283,0.286,0.380933,39096.0,7.327357,21.659,0.739415,0.486245,22.5325,0.380933,97.02743230131428,AMC-III,light,1.0818,2
18.653,94.28,33.45,54.7,6.838,883.42,0.91,0.2197,0.17833,29936.0,7.73943,9.4031,0.504099,0.479125,8.944,0.17833,95.5270847381434,AMC-III,light,0.9269,2
7.37,65.798,25.78,53.21,1.046,929.24,3.398,0.5815,0.128098,21437.0,6.316865,0.0,0.0,0.342044,15.1029,0.128098,74.0,AMC-II,dry,0.0131,1
33.973,222.603,24.37,44.73,29.153,882.85,2.298,0.3817,0.371083,30163.0,6.723097,22.9541,0.675651,0.513429,4.5335,0.371083,95.5270847381434,AMC-III,light,1.1405,2
32.375,90.203,28.4,80.35,14.873,911.74,3.038,0.5329,0.171322,19039.0,6.362878,12.4042,0.383148,0.428647,11.708,0.171322,89.49303405572755,AMC-III,light,0.4874,1
18.124,127.95,28.0,80.71,16.943,898.75,1.878,0.2438,0.233993,21861.0,6.967961,3.5223,0.194339,0.403913,11.8696,0.233993,89.49303405572755,AMC-III,light,0.2059,1
5.787,43.031,37.86,99.81,5.56,891.95,8.917,0.5991,0.085747,30411.0,5.489758,0.0,0.0,0.302438,2.3292,0.085747,71.29975254791762,AMC-I,dry,0.0043,1
2.001,27.451,32.84,49.92,28.325,873.33,16.664,0.4839,0.055584,41783.0,4.420942,0.0,0.0,0.262074,0.194,0.055584,76.27500606733003,AMC-I,dry,0.0008,1
12.411,96.701,32.7,78.54,3.709,922.87,2.126,0.1196,0.182464,48677.0,7.72891,9.6566,0.778096,0.448139,19.8354,0.182464,98.94175341994321,AMC-III,light,0.5111,1
18.202,169.505,20.21,69.53,2.057,901.89,0.487,0.1952,0.297518,55000.0,9.449147,15.3037,0.840793,0.59272,27.7957,0.297518,98.94175341994321,AMC-III,light,2.155,2
11.239,52.369,21.37,85.12,13.428,907.19,3.68,0.4343,0.103361,27967.0,6.428824,0.1098,0.009769,0.35212,8.8487,0.103361,85.0,AMC-II,light,0.0187,1
20.588,81.951,27.08,40.09,7.935,931.95,6.68,0.2806,0.156952,12914.0,5.34551,4.8119,0.233721,0.324174,8.613,0.156952,89.49303405572755,AMC-III,light,0.0932,1
13.538,84.539,27.37,76.54,6.742,924.58,1.713,0.3151,0.161485,6512.0,6.536724,1.5342,0.113318,0.348601,24.1298,0.161485,89.49303405572755,AMC-III,light,0.0963,1
27.848,149.416,21.89,67.82,12.576,929.64,2.959,0.0669,0.267494,28514.0,6.690326,17.3616,0.623452,0.42527,17.1052,0.267494,95.5270847381434,AMC-III,light,0.6978,1
2.344,7.821,23.11,62.04,15.073,922.63,6.787,0.3149,0.016163,15904.0,5.410015,0.0,0.0,0.260258,7.2103,0.016163,55.511379832865735,AMC-I,dry,0.0022,1
21.298,148.018,28.74,68.26,19.999,921.19,4.084,0.2801,0.265358,34664.0,6.512052,11.6166,0.545437,0.420237,11.1186,0.265358,95.5270847381434,AMC-III,light,0.3523,1
33.027,182.63,35.31,64.14,5.287,937.05,0.821,0.101,0.316466,35707.0,8.351427,25.2314,0.76397,0.475016,47.2165,0.316466,97.02743230131428,AMC-III,light,2.6549,2
2.841,28.745,30.5,59.1,2.755,911.32,0.732,0.0632,0.058128,40108.0,8.643583,0.0,0.0,0.35577,30.7862,0.058128,76.27500606733003,AMC-I,dry,0.016,1
6.947,38.24,23.13,60.82,3.7,953.68,1.219,0.2755,0.076575,16154.0,7.038925,0.0,0.0,0.300858,46.836,0.076575,55.511379832865735,AMC-I,dry,0.0281,1
19.785,114.775,31.29,63.8,1.941,926.08,6.352,0.5427,0.212675,29181.0,5.846111,10.341,0.522663,0.39436,8.1682,0.212675,95.5270847381434,AMC-III,light,0.2098,1
3.39,36.8,29.34,45.25,0.99,937.79,2.044,0.2393,0.073802,49986.0,7.804003,0.0,0.0,0.340075,26.223,0.073802,83.44822581815542,AMC-I,dry,0.0093,1
16.417,55.904,16.44,96.74,8.527,888.88,2.641,0.52,0.10994,15153.0,6.297196,0.0,0.0,0.371908,5.9496,0.10994,74.0,AMC-II,light,0.0363,1
7.239,45.881,21.7,84.29,15.437,902.64,6.536,0.048,0.091159,22014.0,5.617431,0.0,0.0,0.283777,4.6311,0.091159,55.511379832865735,AMC-I,dry,0.0072,1
17.856,133.977,31.49,65.61,60.382,920.65,2.343,0.4223,0.243549,32496.0,7.080472,8.7524,0.490155,0.435409,17.5947,0.243549,95.5270847381434,AMC-III,light,0.4279,1
7.384,47.89,20.78,46.96,5.201,917.43,1.926,0.6442,0.094955,31227.0,7.258174,0.0,0.0,0.375757,19.2101,0.094955,71.29975254791762,AMC-I,dry,0.0212,1
61.208,454.304,30.6,67.63,19.041,924.65,0.323,0.428,0.61189,28865.0,8.991435,48.9361,0.799507,0.649372,52.1823,0.61189,95.5270847381434,AMC-III,moderate,8.266,2
12.832,92.183,27.39,78.31,5.751,960.0,4.168,0.3011,0.174733,23362.0,5.775409,1.2856,0.100185,0.320705,19.1962,0.174733,89.49303405572755,AMC-III,light,0.0383,1
25.36,83.714,26.69,85.82,6.852,935.21,0.316,0.3168,0.160044,9822.0,8.202218,7.6438,0.30141,0.407769,62.4552,0.160044,89.49303405572755,AMC-III,light,1.3023,1
15.969,148.412,23.61,58.78,0.234,903.42,1.577,0.7152,0.26596,31889.0,7.502591,7.2479,0.453867,0.478309,15.6947,0.26596,95.5270847381434,AMC-III,light,0.4851,2
18.159,103.82,31.37,53.14,3.156,912.98,4.51,0.295,0.1945,31514.0,6.304234,8.9988,0.495545,0.396997,8.5474,0.1945,95.5270847381434,AMC-III,light,0.2497,1
15.529,87.952,25.14,93.24,1.248,905.2,11.729,0.3962,0.167425,20998.0,4.945438,2.3226,0.14957,0.303449,2.8769,0.167425,89.49303405572755,AMC-III,light,0.0264,1
33.709,184.924,21.74,76.3,3.351,937.41,4.313,0.348,0.319725,21229.0,6.051154,13.3719,0.396689,0.410557,13.9496,0.319725,89.49303405572755,AMC-III,light,0.3862,1
43.787,172.944,29.74,69.79,13.457,907.8,0.52,0.1321,0.302533,42164.0,9.083742,35.6603,0.814394,0.567325,32.2693,0.302533,97.02743230131428,AMC-III,moderate,4.8579,2
